年份,性别,年龄组,死亡率_每千人,年化改善率,数据类型,真实或假设,来源或假设
2025,男,10-14,0.1,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,15-19,0.2,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,20-24,0.4,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,25-29,0.4,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,30-34,0.6,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,35-39,0.8,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,40-44,1.1,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,45-49,2.0,0.011375,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,5-9,0.1,0.0125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,50-54,2.8,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,55-59,4.5,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,60-64,7.0,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,65-69,9.9,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,70-74,15.8,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,75-79,25.0,0.010125,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,80-84,47.3,0.00528,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2025,男,85+,94.6,0.00528,实际,真实数据,[真实数据] C&SD表115-01023年龄性别死亡率；2022为疫情年，改善率估计已剔除
2026,女,0-4,0.2852,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,10-14,0.0975,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,15-19,0.0975,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,20-24,0.195,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,25-29,0.195,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,30-34,0.2925,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,35-39,0.3901,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,40-44,0.4876,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,45-49,0.9774,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,5-9,0.0975,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,50-54,1.5638,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,55-59,2.3457,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,60-64,3.5453,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,65-69,4.924,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,70-74,8.2724,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,75-79,13.4919,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,80-84,28.9534,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,女,85+,80.2941,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,0-4,0.5851,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,10-14,0.0975,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,15-19,0.195,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,20-24,0.2925,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,25-29,0.3901,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,30-34,0.5851,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,35-39,0.6826,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,40-44,1.1702,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,45-49,1.9548,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,5-9,0.0975,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,50-54,3.1355,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,55-59,4.7033,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,60-64,6.761,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,65-69,10.8764,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,70-74,16.9514,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,75-79,26.0641,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,80-84,50.5618,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2026,男,85+,95.8794,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,0-4,0.2781,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,10-14,0.0963,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,15-19,0.0963,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,20-24,0.1926,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,25-29,0.1926,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,30-34,0.2889,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,35-39,0.3852,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,40-44,0.4815,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,45-49,0.9663,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,5-9,0.0963,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,50-54,1.546,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,55-59,2.319,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,60-64,3.5183,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,65-69,4.8865,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,70-74,8.2093,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,75-79,13.389,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,80-84,28.7326,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,女,85+,79.7469,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,0-4,0.5778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,10-14,0.0963,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,15-19,0.1926,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,20-24,0.2889,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,25-29,0.3852,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,30-34,0.5778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,35-39,0.6741,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,40-44,1.1556,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,45-49,1.9325,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,5-9,0.0963,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,50-54,3.1038,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,55-59,4.6557,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,60-64,6.6925,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,65-69,10.7662,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,70-74,16.7798,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2027,男,75-79,25.8002,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
