年份,情景,提取理由,提取人数或宗数_万,占该类金额比例,人均或单笔金额_港元,年提取金额_亿港元,真实或假设,来源或假设
2043,高,提早退休,,0.2,,10.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,高,死亡,,0.15,,8.05,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,高,小额结余,,0.12,,6.44,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,高,丧失行为能力/绝密等,,0.08,,4.29,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,高,合计_总提取,12.454,1.0,316109.0,447.37,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2044,高,退休_一笔过,11.8483,0.947,333496.0,395.13,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2044,高,退休_分期或其他形式,0.6631,0.053,333496.0,22.11,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2044,高,永久离港,,0.45,,25.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,高,提早退休,,0.2,,11.38,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,高,死亡,,0.15,,8.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,高,小额结余,,0.12,,6.83,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,高,丧失行为能力/绝密等,,0.08,,4.55,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,高,合计_总提取,12.5114,1.0,333496.0,474.15,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2045,高,退休_一笔过,11.9099,0.947,351838.0,419.04,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2045,高,退休_分期或其他形式,0.6666,0.053,351838.0,23.45,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2045,高,永久离港,,0.45,,27.15,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,高,提早退休,,0.2,,12.07,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,高,死亡,,0.15,,9.05,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,高,小额结余,,0.12,,7.24,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,高,丧失行为能力/绝密等,,0.08,,4.83,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,高,合计_总提取,12.5765,1.0,351838.0,502.83,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2046,高,退休_一笔过,11.9792,0.947,371189.0,444.65,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2046,高,退休_分期或其他形式,0.6704,0.053,371189.0,24.89,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2046,高,永久离港,,0.45,,28.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,高,提早退休,,0.2,,12.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,高,死亡,,0.15,,9.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,高,小额结余,,0.12,,7.68,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,高,丧失行为能力/绝密等,,0.08,,5.12,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,高,合计_总提取,12.6496,1.0,371189.0,533.57,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2047,高,退休_一笔过,11.9644,0.947,391604.0,468.53,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2047,高,退休_分期或其他形式,0.6696,0.053,391604.0,26.22,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2047,高,永久离港,,0.45,,30.36,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,高,提早退休,,0.2,,13.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,高,死亡,,0.15,,10.12,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,高,小额结余,,0.12,,8.1,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,高,丧失行为能力/绝密等,,0.08,,5.4,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,高,合计_总提取,12.634,1.0,391604.0,562.22,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2048,高,退休_一笔过,11.9514,0.947,413142.0,493.76,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2048,高,退休_分期或其他形式,0.6689,0.053,413142.0,27.63,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2048,高,永久离港,,0.45,,31.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,高,提早退休,,0.2,,14.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,高,死亡,,0.15,,10.66,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,高,小额结余,,0.12,,8.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,高,丧失行为能力/绝密等,,0.08,,5.69,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,高,合计_总提取,12.6203,1.0,413142.0,592.5,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2049,高,退休_一笔过,11.9401,0.947,435865.0,520.43,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2049,高,退休_分期或其他形式,0.6682,0.053,435865.0,29.13,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2049,高,永久离港,,0.45,,33.72,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,高,提早退休,,0.2,,14.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,高,死亡,,0.15,,11.24,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,高,小额结余,,0.12,,8.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,高,丧失行为能力/绝密等,,0.08,,6.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,高,合计_总提取,12.6083,1.0,435865.0,624.49,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2050,高,退休_一笔过,11.9305,0.947,459838.0,548.61,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2050,高,退休_分期或其他形式,0.6677,0.053,459838.0,30.7,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2050,高,永久离港,,0.45,,35.55,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,高,提早退休,,0.2,,15.8,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,高,死亡,,0.15,,11.85,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,高,小额结余,,0.12,,9.48,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,高,丧失行为能力/绝密等,,0.08,,6.32,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,高,合计_总提取,12.5982,1.0,459838.0,658.31,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2051,高,退休_一笔过,11.9227,0.947,485129.0,578.4,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2051,高,退休_分期或其他形式,0.6673,0.053,485129.0,32.37,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2051,高,永久离港,,0.45,,37.48,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,高,提早退休,,0.2,,16.66,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,高,死亡,,0.15,,12.49,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,高,小额结余,,0.12,,9.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,高,丧失行为能力/绝密等,,0.08,,6.66,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,高,合计_总提取,12.5899,1.0,485129.0,694.06,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2052,高,退休_一笔过,11.8978,0.947,511811.0,608.94,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2052,高,退休_分期或其他形式,0.6659,0.053,511811.0,34.08,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2052,高,永久离港,,0.45,,39.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,高,提早退休,,0.2,,17.54,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,高,死亡,,0.15,,13.15,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,高,小额结余,,0.12,,10.52,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,高,丧失行为能力/绝密等,,0.08,,7.01,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,高,合计_总提取,12.5637,1.0,511811.0,730.71,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2053,高,退休_一笔过,11.8736,0.947,539961.0,641.13,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2053,高,退休_分期或其他形式,0.6645,0.053,539961.0,35.88,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2053,高,永久离港,,0.45,,41.54,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,高,提早退休,,0.2,,18.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,高,死亡,,0.15,,13.85,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,高,小额结余,,0.12,,11.08,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,高,丧失行为能力/绝密等,,0.08,,7.39,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,高,合计_总提取,12.5381,1.0,539961.0,769.33,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2054,高,退休_一笔过,11.849,0.947,569659.0,674.99,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2054,高,退休_分期或其他形式,0.6631,0.053,569659.0,37.78,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2054,高,永久离港,,0.45,,43.74,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,高,提早退休,,0.2,,19.44,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,高,死亡,,0.15,,14.58,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,高,小额结余,,0.12,,11.66,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,高,丧失行为能力/绝密等,,0.08,,7.78,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,高,合计_总提取,12.5122,1.0,569659.0,809.96,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2055,高,退休_一笔过,11.8233,0.947,600990.0,710.57,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2055,高,退休_分期或其他形式,0.6617,0.053,600990.0,39.77,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2055,高,永久离港,,0.45,,46.04,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,高,提早退休,,0.2,,20.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,高,死亡,,0.15,,15.35,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,高,小额结余,,0.12,,12.28,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,高,丧失行为能力/绝密等,,0.08,,8.19,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2055,高,合计_总提取,12.485,1.0,600990.0,852.65,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2056,高,退休_一笔过,11.7955,0.947,634044.0,747.89,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2056,高,退休_分期或其他形式,0.6601,0.053,634044.0,41.86,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2056,高,永久离港,,0.45,,48.46,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,高,提早退休,,0.2,,21.54,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,高,死亡,,0.15,,16.15,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,高,小额结余,,0.12,,12.92,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,高,丧失行为能力/绝密等,,0.08,,8.62,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2056,高,合计_总提取,12.4556,1.0,634044.0,897.43,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
