年份,年龄组,性别,人数,情景,来源或假设
2035,40-44,男,245867.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,40-44,女,245500.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,45-49,男,252131.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,45-49,女,267241.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,50-54,男,248284.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,50-54,女,287688.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,55-59,男,241388.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,55-59,女,301068.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,60-64,男,245112.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,60-64,女,314910.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,65-69,男,243866.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,65-69,女,318753.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,70-74,男,261165.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,70-74,女,323043.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,75-79,男,242571.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,75-79,女,279426.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,80-84,男,168866.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,80-84,女,208938.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,85+,男,164094.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2035,85+,女,234383.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,0-4,男,72355.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,0-4,女,68551.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,5-9,男,78625.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,5-9,女,74883.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,10-14,男,88412.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,10-14,女,82223.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,15-19,男,134647.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,15-19,女,126735.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,20-24,男,167031.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,20-24,女,157527.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,25-29,男,169626.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,25-29,女,161020.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,30-34,男,167161.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,30-34,女,166840.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,35-39,男,202961.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,35-39,女,194367.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,40-44,男,245886.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,40-44,女,243224.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,45-49,男,253626.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,45-49,女,264113.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,50-54,男,251439.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,50-54,女,286775.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,55-59,男,240698.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,55-59,女,298767.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,60-64,男,246065.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,60-64,女,314780.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,65-69,男,237186.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,65-69,女,314769.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,70-74,男,258907.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,70-74,女,328827.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,75-79,男,251449.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,75-79,女,289760.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,80-84,男,175603.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,80-84,女,218934.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,85+,男,172586.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2036,85+,女,247468.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,0-4,男,71971.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,0-4,女,68191.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,5-9,男,77727.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,5-9,女,74051.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,10-14,男,87592.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,10-14,女,81945.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,15-19,男,127075.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,15-19,女,119642.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,20-24,男,162967.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,20-24,女,153999.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,25-29,男,171904.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,25-29,女,163383.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,30-34,男,169902.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,30-34,女,168153.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,35-39,男,198014.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,35-39,女,191324.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,40-44,男,239427.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,40-44,女,235877.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,45-49,男,253516.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,45-49,女,261694.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,50-54,男,252673.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,50-54,女,283439.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,55-59,男,243139.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,55-59,女,297115.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,60-64,男,245122.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,60-64,女,312288.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,65-69,男,237812.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,65-69,女,314360.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,70-74,男,251715.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,70-74,女,324377.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,75-79,男,248008.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,75-79,女,294679.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,80-84,男,184111.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,80-84,女,228894.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,85+,男,188519.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2037,85+,女,270310.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,0-4,男,71739.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,0-4,女,67970.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,5-9,男,76905.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,5-9,女,73285.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,10-14,男,86474.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,10-14,女,81365.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,15-19,男,119377.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,15-19,女,112417.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,20-24,男,158761.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,20-24,女,150316.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,25-29,男,173848.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,25-29,女,165383.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,30-34,男,172563.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,30-34,女,169379.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,35-39,男,192992.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,35-39,女,188194.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,40-44,男,232905.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,40-44,女,228448.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,45-49,男,253380.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,45-49,女,259248.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,50-54,男,253910.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,50-54,女,280095.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,55-59,男,245683.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,55-59,女,295578.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,60-64,男,244199.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,60-64,女,309793.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,65-69,男,238519.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,65-69,女,314017.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,70-74,男,244792.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,70-74,女,320078.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,75-79,男,244970.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,75-79,女,299734.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,80-84,男,192277.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,80-84,女,238664.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,85+,男,202706.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2038,85+,女,291372.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,0-4,男,71652.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,0-4,女,67882.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,5-9,男,76162.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,5-9,女,72588.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,10-14,男,85054.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,10-14,女,80479.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,15-19,男,111579.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,15-19,女,105088.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,20-24,男,154412.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,20-24,女,146477.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,25-29,男,175448.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,25-29,女,167005.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,30-34,男,175141.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,30-34,女,170517.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,35-39,男,187896.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,35-39,女,184975.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,40-44,男,226320.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,40-44,女,220939.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,45-49,男,253208.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,45-49,女,256761.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,50-54,男,255151.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,50-54,女,276742.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,55-59,男,248333.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2039,55-59,女,294161.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
